ID,Flight Number,Origin Airport,Origin Code,Destination Airport,Destination Code,Departing Date,Departing Time,Duration,Distance,Time Zone Difference,Arrival Date,Arrival Time,Flight Type, Surcharge,Food Served,Route Cost,Miner Points,Total Seats,First Class Seats,Business Class Seats,Main Cabin Seats,First Class Price,Business Class Price,Main Cabin Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue,
2406,2332406,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/8/2023,6:50 PM,725,5322,-16,3/8/2023,2:55 PM,International,14,TRUE,51377,15966,154,9,50,95,9408,4097,1488,0,0,0,0,0,0,0
2407,2342407,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/8/2023,9:45 PM,725,5322,-16,3/8/2023,5:50 PM,International,14,TRUE,51377,15966,153,10,41,102,10626,3276,1263,0,0,0,0,0,0,0
2408,2352408,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,5:30 AM,94,551,1,3/9/2023,8:04 AM,Domestic,0,FALSE,13961,1102,160,14,58,88,1643,627,257,0,0,0,0,0,0,0
2409,2362409,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,8:25 AM,94,551,1,3/9/2023,10:59 AM,Domestic,0,FALSE,13961,1102,167,14,59,94,2217,595,260,0,0,0,0,0,0,0
2410,2372410,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,12:10 PM,94,551,1,3/9/2023,2:44 PM,Domestic,0,FALSE,13961,1102,170,9,59,102,2797,909,476,0,0,0,0,0,0,0
2411,2382411,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,3:05 PM,94,551,1,3/9/2023,5:39 PM,Domestic,0,FALSE,13961,1102,151,10,44,97,1468,805,276,0,0,0,0,0,0,0
2412,2302412,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,6:50 PM,94,551,1,3/9/2023,9:24 PM,Domestic,0,FALSE,13961,1102,160,14,51,95,2834,1176,270,0,0,0,0,0,0,0
2413,2312413,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/9/2023,9:45 PM,94,551,1,3/10/2023,12:19 AM,Domestic,0,FALSE,13961,1102,176,9,63,104,3374,729,182,0,0,0,0,0,0,0
2414,2322414,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/9/2023,5:30 AM,94,551,-1,3/9/2023,6:04 AM,Domestic,0,FALSE,19933,1102,164,10,52,102,3056,1064,211,0,0,0,0,0,0,0
2415,2332415,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/9/2023,8:25 AM,94,551,-1,3/9/2023,8:59 AM,Domestic,0,FALSE,19933,1102,166,14,63,89,2500,1094,315,0,0,0,0,0,0,0
2416,2342416,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/9/2023,12:10 PM,94,551,-1,3/9/2023,12:44 PM,Domestic,0,FALSE,19933,1102,154,14,53,87,2031,1063,261,0,0,0,0,0,0,0
2417,2352417,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/9/2023,3:05 PM,94,551,-1,3/9/2023,3:39 PM,Domestic,0,FALSE,19933,1102,171,11,58,102,3015,1180,535,0,0,0,0,0,0,0
2418,2362418,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/9/2023,6:50 PM,94,551,-1,3/9/2023,7:24 PM,Domestic,0,FALSE,19933,1102,160,13,60,87,2063,660,363,0,0,0,0,0,0,0
2419,2372419,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,5:30 AM,113,714,-1,3/9/2023,6:23 AM,Domestic,0,FALSE,14219,1428,156,13,44,99,2271,707,540,0,0,0,0,0,0,0
2420,2382420,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,8:25 AM,113,714,-1,3/9/2023,9:18 AM,Domestic,0,FALSE,14219,1428,156,15,48,93,1371,577,263,0,0,0,0,0,0,0
2421,2302421,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,12:10 PM,113,714,-1,3/9/2023,1:03 PM,Domestic,0,FALSE,14219,1428,172,9,61,102,1417,659,502,0,0,0,0,0,0,0
2422,2312422,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,3:05 PM,113,714,-1,3/9/2023,3:58 PM,Domestic,0,FALSE,14219,1428,166,11,54,101,1315,935,328,0,0,0,0,0,0,0
2423,2322423,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,6:50 PM,113,714,-1,3/9/2023,7:43 PM,Domestic,0,FALSE,14219,1428,168,13,62,93,2183,729,137,0,0,0,0,0,0,0
2424,2332424,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/9/2023,9:45 PM,113,714,-1,3/9/2023,10:38 PM,Domestic,0,FALSE,14219,1428,149,8,48,93,1264,632,133,0,0,0,0,0,0,0
2425,2342425,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,5:30 AM,113,714,1,3/9/2023,8:23 AM,Domestic,0,FALSE,10484,1428,160,15,56,89,2434,759,511,0,0,0,0,0,0,0
2426,2352426,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,8:25 AM,113,714,1,3/9/2023,11:18 AM,Domestic,0,FALSE,10484,1428,169,14,58,97,2977,691,519,0,0,0,0,0,0,0
2427,2362427,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,12:10 PM,113,714,1,3/9/2023,3:03 PM,Domestic,0,FALSE,10484,1428,154,13,44,97,2481,785,177,0,0,0,0,0,0,0
2428,2372428,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,3:05 PM,113,714,1,3/9/2023,5:58 PM,Domestic,0,FALSE,10484,1428,169,11,59,99,2407,1124,531,0,0,0,0,0,0,0
2429,2382429,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,6:50 PM,113,714,1,3/9/2023,9:43 PM,Domestic,0,FALSE,10484,1428,167,12,56,99,3450,726,132,0,0,0,0,0,0,0
2430,2302430,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/9/2023,9:45 PM,113,714,1,3/10/2023,12:38 AM,Domestic,0,FALSE,10484,1428,165,14,58,93,2295,801,169,0,0,0,0,0,0,0
2431,2312431,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/10/2023,1:30 AM,113,714,1,3/10/2023,4:23 AM,Domestic,0,FALSE,10484,1428,142,12,43,87,2630,819,265,0,0,0,0,0,0,0
2432,2322432,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,5:30 AM,176,1235,1,3/9/2023,9:26 AM,Domestic,0,FALSE,12805,2470,175,9,64,102,2633,1049,331,0,0,0,0,0,0,0
2433,2332433,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,8:25 AM,176,1235,1,3/9/2023,12:21 PM,Domestic,0,FALSE,12805,2470,158,11,44,103,1236,852,235,0,0,0,0,0,0,0
2434,2342434,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,12:10 PM,176,1235,1,3/9/2023,4:06 PM,Domestic,0,FALSE,12805,2470,171,10,64,97,1206,993,422,0,0,0,0,0,0,0
2435,2352435,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,3:05 PM,176,1235,1,3/9/2023,7:01 PM,Domestic,0,FALSE,12805,2470,163,10,54,99,3482,762,377,0,0,0,0,0,0,0
2436,2362436,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,6:50 PM,176,1235,1,3/9/2023,10:46 PM,Domestic,0,FALSE,12805,2470,162,11,58,93,1310,1164,303,0,0,0,0,0,0,0
2437,2372437,El Paso International Airport,ELP,Chicago International Airport,ORD,3/9/2023,9:45 PM,176,1235,1,3/10/2023,1:41 AM,Domestic,0,FALSE,12805,2470,151,9,48,94,3237,1066,282,0,0,0,0,0,0,0
2438,2382438,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,5:30 AM,176,1235,-1,3/9/2023,7:26 AM,Domestic,0,FALSE,11175,2470,156,11,47,98,2824,598,490,0,0,0,0,0,0,0
2439,2302439,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,8:25 AM,176,1235,-1,3/9/2023,10:21 AM,Domestic,0,FALSE,11175,2470,165,15,50,100,2565,1110,295,0,0,0,0,0,0,0
2440,2312440,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,12:10 PM,176,1235,-1,3/9/2023,2:06 PM,Domestic,0,FALSE,11175,2470,165,13,64,88,2594,797,179,0,0,0,0,0,0,0
2441,2322441,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,3:05 PM,176,1235,-1,3/9/2023,5:01 PM,Domestic,0,FALSE,11175,2470,153,10,47,96,1657,936,239,0,0,0,0,0,0,0
2442,2332442,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,6:50 PM,176,1235,-1,3/9/2023,8:46 PM,Domestic,0,FALSE,11175,2470,177,10,63,104,3080,601,273,0,0,0,0,0,0,0
2443,2342443,Chicago International Airport,ORD,El Paso International Airport,ELP,3/9/2023,9:45 PM,176,1235,-1,3/9/2023,11:41 PM,Domestic,0,FALSE,11175,2470,157,14,56,87,3406,855,215,0,0,0,0,0,0,0
2444,2352444,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,5:30 AM,181,1280,2,3/9/2023,10:31 AM,Domestic,0,FALSE,19240,2560,138,12,41,85,3200,679,181,0,0,0,0,0,0,0
2445,2362445,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,8:25 AM,181,1280,2,3/9/2023,1:26 PM,Domestic,0,FALSE,19240,2560,167,11,52,104,3417,988,413,0,0,0,0,0,0,0
2446,2372446,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,12:10 PM,181,1280,2,3/9/2023,5:11 PM,Domestic,0,FALSE,19240,2560,158,8,56,94,2575,957,228,0,0,0,0,0,0,0
2447,2382447,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,3:05 PM,181,1280,2,3/9/2023,8:06 PM,Domestic,0,FALSE,19240,2560,154,14,51,89,2360,706,504,0,0,0,0,0,0,0
2448,2302448,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,6:50 PM,181,1280,2,3/9/2023,11:51 PM,Domestic,0,FALSE,19240,2560,172,14,61,97,1301,749,125,0,0,0,0,0,0,0
2449,2312449,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/9/2023,9:45 PM,181,1280,2,3/10/2023,2:46 AM,Domestic,0,FALSE,19240,2560,161,14,50,97,3315,1052,528,0,0,0,0,0,0,0
2450,2322450,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/10/2023,1:30 AM,181,1280,2,3/10/2023,6:31 AM,Domestic,0,FALSE,19240,2560,149,10,42,97,1983,587,331,0,0,0,0,0,0,0
2451,2332451,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,5:30 AM,181,1280,-2,3/9/2023,6:31 AM,Domestic,0,FALSE,14337,2560,157,11,52,94,2330,734,167,0,0,0,0,0,0,0
2452,2342452,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,8:25 AM,181,1280,-2,3/9/2023,9:26 AM,Domestic,0,FALSE,14337,2560,157,14,50,93,3315,732,407,0,0,0,0,0,0,0
2453,2352453,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,12:10 PM,181,1280,-2,3/9/2023,1:11 PM,Domestic,0,FALSE,14337,2560,144,8,40,96,1558,753,152,0,0,0,0,0,0,0
2454,2362454,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,3:05 PM,181,1280,-2,3/9/2023,4:06 PM,Domestic,0,FALSE,14337,2560,155,15,42,98,2601,1199,227,0,0,0,0,0,0,0
2455,2372455,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,6:50 PM,181,1280,-2,3/9/2023,7:51 PM,Domestic,0,FALSE,14337,2560,163,12,57,94,3291,906,158,0,0,0,0,0,0,0
2456,2382456,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/9/2023,9:45 PM,181,1280,-2,3/9/2023,10:46 PM,Domestic,0,FALSE,14337,2560,177,15,59,103,2989,1137,402,0,0,0,0,0,0,0
2457,2302457,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,5:30 AM,256,1903,2,3/9/2023,11:46 AM,Domestic,0,FALSE,10889,3806,160,15,60,85,1503,555,186,0,0,0,0,0,0,0
2458,2312458,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,8:25 AM,256,1903,2,3/9/2023,2:41 PM,Domestic,0,FALSE,10889,3806,164,13,50,101,1671,816,447,0,0,0,0,0,0,0
2459,2322459,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,12:10 PM,256,1903,2,3/9/2023,6:26 PM,Domestic,0,FALSE,10889,3806,155,10,43,102,2068,751,465,0,0,0,0,0,0,0
2460,2332460,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,3:05 PM,256,1903,2,3/9/2023,9:21 PM,Domestic,0,FALSE,10889,3806,171,13,64,94,1237,1083,466,0,0,0,0,0,0,0
2461,2342461,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,6:50 PM,256,1903,2,3/10/2023,1:06 AM,Domestic,0,FALSE,10889,3806,151,15,47,89,1942,866,301,0,0,0,0,0,0,0
2462,2352462,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/9/2023,9:45 PM,256,1903,2,3/10/2023,4:01 AM,Domestic,0,FALSE,10889,3806,160,9,58,93,3137,868,252,0,0,0,0,0,0,0
2463,2362463,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/9/2023,5:30 AM,256,1903,-2,3/9/2023,7:46 AM,Domestic,0,FALSE,13061,3806,163,8,63,92,1989,683,344,0,0,0,0,0,0,0
2464,2372464,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/9/2023,8:25 AM,256,1903,-2,3/9/2023,10:41 AM,Domestic,0,FALSE,13061,3806,160,11,48,101,3328,650,387,0,0,0,0,0,0,0
2465,2382465,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/9/2023,12:10 PM,256,1903,-2,3/9/2023,2:26 PM,Domestic,0,FALSE,13061,3806,150,8,46,96,2323,1154,131,0,0,0,0,0,0,0
2466,2302466,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/9/2023,3:05 PM,256,1903,-2,3/9/2023,5:21 PM,Domestic,0,FALSE,13061,3806,164,11,52,101,2019,565,473,0,0,0,0,0,0,0
2467,2312467,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/9/2023,6:50 PM,256,1903,-2,3/9/2023,9:06 PM,Domestic,0,FALSE,13061,3806,146,11,42,93,2102,927,426,0,0,0,0,0,0,0
2468,2322468,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/9/2023,5:30 AM,275,2064,2,3/9/2023,12:05 PM,Domestic,0,FALSE,11521,4128,152,8,54,90,3196,1033,456,0,0,0,0,0,0,0
2469,2332469,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/9/2023,8:25 AM,275,2064,2,3/9/2023,3:00 PM,Domestic,0,FALSE,11521,4128,169,12,57,100,3071,587,375,0,0,0,0,0,0,0
2470,2342470,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/9/2023,12:10 PM,275,2064,2,3/9/2023,6:45 PM,Domestic,0,FALSE,11521,4128,147,8,42,97,1779,666,211,0,0,0,0,0,0,0
2471,2352471,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/9/2023,3:05 PM,275,2064,2,3/9/2023,9:40 PM,Domestic,0,FALSE,11521,4128,151,11,47,93,1505,1092,512,0,0,0,0,0,0,0
2472,2362472,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/9/2023,6:50 PM,275,2064,2,3/10/2023,1:25 AM,Domestic,0,FALSE,11521,4128,156,12,40,104,1205,994,162,0,0,0,0,0,0,0
2473,2372473,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/9/2023,5:30 AM,275,2064,2,3/9/2023,12:05 PM,Domestic,0,FALSE,18758,4128,152,10,48,94,1827,670,534,0,0,0,0,0,0,0
2474,2382474,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/9/2023,8:25 AM,275,2064,2,3/9/2023,3:00 PM,Domestic,0,FALSE,18758,4128,174,15,58,101,1671,988,310,0,0,0,0,0,0,0
2475,2302475,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/9/2023,12:10 PM,275,2064,2,3/9/2023,6:45 PM,Domestic,0,FALSE,18758,4128,154,11,40,103,2172,1099,327,0,0,0,0,0,0,0
2476,2312476,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/9/2023,5:30 AM,97,582,-1,3/9/2023,6:07 AM,Domestic,0,FALSE,16488,1164,152,15,40,97,2424,878,186,0,0,0,0,0,0,0
2477,2322477,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/9/2023,8:25 AM,97,582,-1,3/9/2023,9:02 AM,Domestic,0,FALSE,16488,1164,162,9,52,101,2738,728,520,0,0,0,0,0,0,0
2478,2332478,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/9/2023,12:10 PM,97,582,-1,3/9/2023,12:47 PM,Domestic,0,FALSE,16488,1164,167,14,63,90,2128,1167,270,0,0,0,0,0,0,0
2479,2342479,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/9/2023,3:05 PM,97,582,-1,3/9/2023,3:42 PM,Domestic,0,FALSE,16488,1164,156,15,53,88,1491,904,490,0,0,0,0,0,0,0
2480,2352480,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/9/2023,6:50 PM,97,582,-1,3/9/2023,7:27 PM,Domestic,0,FALSE,16488,1164,145,12,45,88,2330,557,476,0,0,0,0,0,0,0
2481,2362481,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/9/2023,5:30 AM,97,582,1,3/9/2023,8:07 AM,Domestic,0,FALSE,13844,1164,147,12,40,95,1777,1047,290,0,0,0,0,0,0,0
2482,2372482,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/9/2023,8:25 AM,97,582,1,3/9/2023,11:02 AM,Domestic,0,FALSE,13844,1164,158,15,42,101,1544,848,206,0,0,0,0,0,0,0
2483,2382483,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/9/2023,12:10 PM,97,582,1,3/9/2023,2:47 PM,Domestic,0,FALSE,13844,1164,170,10,60,100,2529,802,159,0,0,0,0,0,0,0
2484,2302484,El Paso International Airport,ELP,Heathrow Airport,LHR,3/9/2023,5:30 AM,645,5148,7,3/9/2023,11:15 PM,International,13,TRUE,57472,15444,171,15,63,93,7386,4596,595,0,0,0,0,0,0,0
2485,2312485,El Paso International Airport,ELP,Heathrow Airport,LHR,3/9/2023,8:25 AM,645,5148,7,3/10/2023,2:10 AM,International,13,TRUE,57472,15444,149,10,46,93,3893,5559,1250,0,0,0,0,0,0,0
2486,2322486,El Paso International Airport,ELP,Heathrow Airport,LHR,3/9/2023,12:10 PM,645,5148,7,3/10/2023,5:55 AM,International,13,TRUE,57472,15444,163,8,62,93,5688,2987,722,0,0,0,0,0,0,0
2487,2332487,El Paso International Airport,ELP,Heathrow Airport,LHR,3/9/2023,3:05 PM,645,5148,7,3/10/2023,8:50 AM,International,13,TRUE,57472,15444,148,8,53,87,5565,5310,990,0,0,0,0,0,0,0
2488,2342488,El Paso International Airport,ELP,Heathrow Airport,LHR,3/9/2023,6:50 PM,645,5148,7,3/10/2023,12:35 PM,International,13,TRUE,57472,15444,159,13,47,99,4028,4835,1157,0,0,0,0,0,0,0
2489,2352489,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,5:30 AM,645,5148,-7,3/9/2023,9:15 AM,International,13,TRUE,61130,15444,160,12,62,86,9577,3889,782,0,0,0,0,0,0,0
2490,2362490,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,8:25 AM,645,5148,-7,3/9/2023,12:10 PM,International,13,TRUE,61130,15444,147,14,40,93,8569,3240,1438,0,0,0,0,0,0,0
2491,2372491,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,12:10 PM,645,5148,-7,3/9/2023,3:55 PM,International,13,TRUE,61130,15444,154,9,56,89,5661,3591,1032,0,0,0,0,0,0,0
2492,2382492,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,3:05 PM,645,5148,-7,3/9/2023,6:50 PM,International,13,TRUE,61130,15444,168,9,61,98,8007,5353,1005,0,0,0,0,0,0,0
2493,2302493,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,6:50 PM,645,5148,-7,3/9/2023,10:35 PM,International,13,TRUE,61130,15444,159,11,56,92,8584,5539,911,0,0,0,0,0,0,0
2494,2312494,Heathrow Airport,LHR,El Paso International Airport,ELP,3/9/2023,9:45 PM,645,5148,-7,3/10/2023,1:30 AM,International,13,TRUE,61130,15444,146,9,50,87,5736,3152,964,0,0,0,0,0,0,0
2495,2322495,Heathrow Airport,LHR,El Paso International Airport,ELP,3/10/2023,1:30 AM,645,5148,-7,3/10/2023,5:15 AM,International,13,TRUE,61130,15444,148,13,40,95,8000,5310,1171,0,0,0,0,0,0,0
2496,2332496,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,3/9/2023,5:30 AM,142,957,1,3/9/2023,8:52 AM,International,3,TRUE,63428,2871,137,12,40,85,4056,4986,1055,0,0,0,0,0,0,0
2497,2342497,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,3/9/2023,8:25 AM,142,957,1,3/9/2023,11:47 AM,International,3,TRUE,63428,2871,165,12,53,100,6143,4355,1012,0,0,0,0,0,0,0
2498,2352498,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,3/9/2023,12:10 PM,142,957,1,3/9/2023,3:32 PM,International,3,TRUE,63428,2871,159,13,53,93,6065,3102,933,0,0,0,0,0,0,0
2499,2362499,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,3/9/2023,5:30 AM,142,957,-1,3/9/2023,6:52 AM,International,3,TRUE,67866,2871,160,9,58,93,6898,4136,885,0,0,0,0,0,0,0
2500,2372500,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,3/9/2023,8:25 AM,142,957,-1,3/9/2023,9:47 AM,International,3,TRUE,67866,2871,168,8,62,98,10780,3700,1014,0,0,0,0,0,0,0
2501,2382501,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,3/9/2023,12:10 PM,142,957,-1,3/9/2023,1:32 PM,International,3,TRUE,67866,2871,144,12,40,92,4958,5129,1200,0,0,0,0,0,0,0
2502,2302502,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,3/9/2023,3:05 PM,142,957,-1,3/9/2023,4:27 PM,International,3,TRUE,67866,2871,168,9,55,104,10402,4318,848,0,0,0,0,0,0,0
2503,2312503,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,3/9/2023,6:50 PM,142,957,-1,3/9/2023,8:12 PM,International,3,TRUE,67866,2871,167,14,63,90,11533,4409,1357,0,0,0,0,0,0,0
2504,2322504,Orlando International Airport,ORL,Los Angeles International Airport,LAX,3/9/2023,5:30 AM,281,1927,-3,3/9/2023,7:11 AM,Domestic,0,FALSE,60001,3854,143,8,44,91,2622,791,167,0,0,0,0,0,0,0
2505,2332505,Orlando International Airport,ORL,Los Angeles International Airport,LAX,3/9/2023,8:25 AM,281,1927,-3,3/9/2023,10:06 AM,Domestic,0,FALSE,60001,3854,172,14,64,94,1703,932,180,0,0,0,0,0,0,0
2506,2342506,Orlando International Airport,ORL,Los Angeles International Airport,LAX,3/9/2023,12:10 PM,281,1927,-3,3/9/2023,1:51 PM,Domestic,0,FALSE,60001,3854,176,12,64,100,3351,1059,403,0,0,0,0,0,0,0
2507,2352507,Orlando International Airport,ORL,Los Angeles International Airport,LAX,3/9/2023,3:05 PM,281,1927,-3,3/9/2023,4:46 PM,Domestic,0,FALSE,60001,3854,150,14,42,94,3404,629,386,0,0,0,0,0,0,0
2508,2362508,Orlando International Airport,ORL,Los Angeles International Airport,LAX,3/9/2023,6:50 PM,281,1927,-3,3/9/2023,8:31 PM,Domestic,0,FALSE,60001,3854,153,15,49,89,2722,637,496,0,0,0,0,0,0,0
2509,2372509,Los Angeles International Airport,LAX,Orlando International Airport,ORL,3/9/2023,5:30 AM,281,1927,3,3/9/2023,1:11 PM,Domestic,0,FALSE,69447,3854,163,13,51,99,2805,881,212,0,0,0,0,0,0,0
2510,2382510,Los Angeles International Airport,LAX,Orlando International Airport,ORL,3/9/2023,8:25 AM,281,1927,3,3/9/2023,4:06 PM,Domestic,0,FALSE,69447,3854,150,11,53,86,3214,913,447,0,0,0,0,0,0,0
2511,2302511,Los Angeles International Airport,LAX,Orlando International Airport,ORL,3/9/2023,12:10 PM,281,1927,3,3/9/2023,7:51 PM,Domestic,0,FALSE,69447,3854,176,14,62,100,1721,575,492,0,0,0,0,0,0,0
2512,2312512,Los Angeles International Airport,LAX,Orlando International Airport,ORL,3/9/2023,3:05 PM,281,1927,3,3/9/2023,10:46 PM,Domestic,0,FALSE,69447,3854,158,12,57,89,1591,908,193,0,0,0,0,0,0,0
2513,2322513,Los Angeles International Airport,LAX,Orlando International Airport,ORL,3/9/2023,6:50 PM,281,1927,3,3/10/2023,2:31 AM,Domestic,0,FALSE,69447,3854,163,8,61,94,1237,1003,168,0,0,0,0,0,0,0
2514,2332514,Logan International Airport,BOS,Los Angeles International Airport,LAX,3/9/2023,5:30 AM,326,2269,-3,3/9/2023,7:56 AM,Domestic,0,TRUE,78648,4538,141,10,46,85,3156,824,329,0,0,0,0,0,0,0
2515,2342515,Logan International Airport,BOS,Los Angeles International Airport,LAX,3/9/2023,8:25 AM,326,2269,-3,3/9/2023,10:51 AM,Domestic,0,TRUE,78648,4538,157,10,47,100,2387,789,391,0,0,0,0,0,0,0
2516,2352516,Logan International Airport,BOS,Los Angeles International Airport,LAX,3/9/2023,12:10 PM,326,2269,-3,3/9/2023,2:36 PM,Domestic,0,TRUE,78648,4538,156,9,58,89,3052,1078,314,0,0,0,0,0,0,0
2517,2362517,Los Angeles International Airport,LAX,Logan International Airport,BOS,3/9/2023,5:30 AM,326,2269,3,3/9/2023,1:56 PM,Domestic,0,TRUE,69898,4538,159,9,52,98,3218,1109,509,0,0,0,0,0,0,0
2518,2372518,Los Angeles International Airport,LAX,Logan International Airport,BOS,3/9/2023,8:25 AM,326,2269,3,3/9/2023,4:51 PM,Domestic,0,TRUE,69898,4538,152,12,41,99,2624,583,175,0,0,0,0,0,0,0
2519,2382519,Los Angeles International Airport,LAX,Logan International Airport,BOS,3/9/2023,12:10 PM,326,2269,3,3/9/2023,8:36 PM,Domestic,0,TRUE,69898,4538,155,9,47,99,2127,1194,423,0,0,0,0,0,0,0
2520,2302520,Los Angeles International Airport,LAX,Logan International Airport,BOS,3/9/2023,3:05 PM,326,2269,3,3/9/2023,11:31 PM,Domestic,0,TRUE,69898,4538,156,13,40,103,2969,649,292,0,0,0,0,0,0,0
